feasible,figure_of_merit,noise_reduction_dB,blade_mass_g,on_front,chord_root_m,chord_tip_m,twist_root_deg,twist_tip_deg,tubercle_amp_m,tubercle_wl_m,n_blades,prop_radius_m,hub_radius_m,hub_height_m,shaft_hole_r_m,thickness_ratio,rpm,total_thrust_N,total_torque_Nm,rho_air
True,0.84164,1.6,23.8204,False,0.023914362025718162,0.01128582757323506,40.59660083708719,15.14516498380496,0.003,0.03,6,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.82241,1.54,17.6339,True,0.021164361463937915,0.012330864315389984,38.16726690815291,15.019762132874504,0.0027815121914320845,0.03333385389224632,5,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.83502,1.22,22.6819,False,0.026929881961565143,0.006,41.53591915906735,8.358886277325983,0.002082684693191206,0.04373426623107865,6,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.8575,1.25,38.9411,False,0.030912531007826274,0.014,35.793026416352,16.951217178726587,0.003,0.05271754286949378,6,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.81667,1.73,19.4061,True,0.02,0.012126196486946652,45.0,14.82495807231857,0.003,0.03,6,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.83213,1.16,26.6922,False,0.031817791753679686,0.007412082999712486,26.000114877079785,13.866109132917014,0.0023507760222894075,0.06109235315423156,5,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.83682,0.95,23.8622,False,0.025041499851585818,0.013837050451087345,27.929197698379618,8.954352860980016,0.0019789965664271853,0.06934858788212561,5,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.69175,0.1,6.7379,False,0.021848284259633925,0.010625898343018265,32.581496587087685,16.99763748343721,0.00016937509317058047,0.04357095919354547,2,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.83251,1.03,17.3211,False,0.020118490030054226,0.009969924824104099,32.42070593664816,6.0202304689570925,0.001659994428128389,0.05112666219585571,6,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.74616,0.38,12.0304,False,0.027549974263464023,0.006464866068105134,41.97115205949211,11.56960956055098,0.0006703230734012241,0.036618321089039285,3,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.82401,1.38,19.3631,False,0.029540425823213395,0.008190662323007155,37.597050470600394,10.234593478235453,0.0027146353392851603,0.045804448557414765,4,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.80284,0.46,28.0842,False,0.03345553581650877,0.012843903316771236,35.815225717229254,18.868710715982886,0.0011242767030671087,0.03470698056956515,4,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.73292,0.62,13.8494,False,0.026677261898359016,0.011016831848070036,44.606643698451165,15.374002888776957,0.0012395244717714779,0.055817759181890705,3,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.7311,1.24,5.6567,True,0.02,0.00975976013535407,34.60419593048691,10.8440008878198,0.0019689265027714293,0.032505717540601844,2,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.786,1.47,15.0968,False,0.020827402789777082,0.014,38.16726690815291,16.70973228093785,0.0027815121914320845,0.03538588595497433,4,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.76641,1.14,9.6415,False,0.023311434971493277,0.007759959468427162,40.263842555915225,6.0,0.0018516172801147442,0.05388149260710066,3,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.69704,0.22,5.1272,True,0.020539713247028114,0.007319872618027067,33.071288390170125,13.867057923892386,0.00032422900663226076,0.04329365878113924,2,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.82207,0.52,22.7123,False,0.022782200021721,0.011734841295385484,26.303658378120424,20.0,0.0009703188618824495,0.07,6,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.76478,1.48,9.3567,False,0.02648601550910848,0.011574931336370173,36.15975708425646,6.2433853371970445,0.003,0.0646812299535254,2,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.78752,0.0,8.492,True,0.022768067694016264,0.006,29.964578758916097,8.7955957041081,0.0,0.04796669337224898,3,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.85862,1.3,35.6006,True,0.029075647631653254,0.014,37.40991611282683,16.04381626882656,0.003,0.03711414922622039,6,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.81549,1.8,18.4635,True,0.02060702257581437,0.01049850765758915,43.992422837588016,14.82495807231857,0.003,0.03,6,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.83522,0.45,20.9172,False,0.02459238125043405,0.011529429643631454,31.0816051656981,15.350461548190175,0.0008724848209244047,0.06795557781315356,5,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.79003,0.59,9.1631,False,0.02142902885099657,0.009315813644940937,25.0,13.952847187908379,0.0009602532001618873,0.0392046323322091,3,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.83048,1.18,19.4872,False,0.023721416343445056,0.0111479886720943,26.46446111561172,12.83916493099433,0.0021867077933080646,0.04820601836850064,5,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.73407,1.76,6.2921,True,0.02,0.011633591567023158,40.51317438199639,6.0,0.003,0.04769161609519137,2,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.81876,1.17,17.4304,False,0.029198011277461307,0.006,33.036018028665595,10.693647818546813,0.002130783975394251,0.05960344352792146,4,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.85548,1.55,24.6022,True,0.023136471826825586,0.012916542142606728,39.399781724690385,11.789681152784922,0.003,0.03,6,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
